path,module,kind,lines,bytes,role_hint,upstream,downstream,reviewed_role,reviewed_interface,status,index_blob
gem5/src/arch/sparc/faults.hh,gem5,source,366,13208,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,a5fb503f32436d2adb0317d4645044b5f1299064
gem5/src/arch/sparc/fs_workload.cc,gem5,source,56,2056,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,7d7a407ec56f0e4c8f9250092ec0283a142138af
gem5/src/arch/sparc/fs_workload.hh,gem5,source,87,2854,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,3e901a446576acf0723d7592e840b80d5a4fb6b2
gem5/src/arch/sparc/handlers.hh,gem5,source,192,9512,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,04990b4db69a81a69b1c90573eebfdd65bc3b9ce
gem5/src/arch/sparc/insts/SConscript,gem5,build,41,1960,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,f5c1572ea8961f9e4680fa4962f6196362632212
gem5/src/arch/sparc/insts/blockmem.cc,gem5,source,91,3035,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,3206cce1728287444329e5c01b7a2e7520f0328d
gem5/src/arch/sparc/insts/blockmem.hh,gem5,source,93,3115,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,5ae5558a5275e639a3f24276bd2937c017e95f9b
gem5/src/arch/sparc/insts/branch.cc,gem5,source,103,3324,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,20b6fbe5bef0400c6cc0173006f8428e8bf72030
gem5/src/arch/sparc/insts/branch.hh,gem5,source,122,3778,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,0b777f74ed15ab196c07ca67c9ae120545c25825
gem5/src/arch/sparc/insts/integer.cc,gem5,source,126,4064,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,cff8ecae7ff7247e4ad8d1d48e0e9fcc8ea40865
gem5/src/arch/sparc/insts/integer.hh,gem5,source,133,4065,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,b5581133a40c516f41d75f0d9d32a2797e2306ce
gem5/src/arch/sparc/insts/mem.cc,gem5,source,94,3137,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,7fba72197dfc969236d91e4f0c6608314a6edce0
gem5/src/arch/sparc/insts/mem.hh,gem5,source,78,2601,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,0c3aacb3cee25d4eaec7fc60bbd7df2a18402b2b
gem5/src/arch/sparc/insts/micro.cc,gem5,source,47,1917,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,c9bf6011662d46b38634194f2b12160b08a74d67
gem5/src/arch/sparc/insts/micro.hh,gem5,source,140,4136,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,fa3ab2061ce74db894995b97910771d8fdd016b8
gem5/src/arch/sparc/insts/nop.cc,gem5,source,88,3262,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,f95056c62341819ca0380f5e95795eeb4c2daff0
gem5/src/arch/sparc/insts/nop.hh,gem5,source,77,2531,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,bcba61d8d8d0d28bd21ba5db88532560834fabf7
gem5/src/arch/sparc/insts/priv.cc,gem5,source,102,3169,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,2bfb7dcaaba49f921521ff4d1433b73b0f67ed8e
gem5/src/arch/sparc/insts/priv.hh,gem5,source,117,3820,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,5e35e8954884744e6e801103498555db72a68b48
gem5/src/arch/sparc/insts/static_inst.cc,gem5,source,388,10925,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,4f544f9a61b98d5ddaa2fb41a1ae3a59ccc19af0
gem5/src/arch/sparc/insts/static_inst.hh,gem5,source,142,4266,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,3c1b73f4ad9bfe206dbe87a1c699e1db8307b2fd
gem5/src/arch/sparc/insts/trap.cc,gem5,source,52,2079,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,7e7c0b7a9f12e7ede5cc7f095c54b870ec4c497d
gem5/src/arch/sparc/insts/trap.hh,gem5,source,81,2635,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,fbe2dc16ec10920fe6e15415c3e7169a7e3f8da3
gem5/src/arch/sparc/insts/unimp.hh,gem5,source,125,4243,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,860982338293a6d93f14fe08074d9309a9dad252
gem5/src/arch/sparc/insts/unknown.hh,gem5,source,72,2406,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,f5e4b70d438e509402444ae77937072a36770475
gem5/src/arch/sparc/interrupts.hh,gem5,source,261,8217,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,b544b3ba5fde0743df5001cdd24c122a326552fc
gem5/src/arch/sparc/isa.cc,gem5,source,972,30605,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,18e7a5390dd2ceeddd74e47cc6603ba1ad612d23
gem5/src/arch/sparc/isa.hh,gem5,source,221,7739,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,dee71d6e0eaf657b10c1f18dac67d355219e6b07
gem5/src/arch/sparc/isa/base.isa,gem5,source,134,5017,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,76af2c7c75a2e6f5528510b283095c1845dc763c
gem5/src/arch/sparc/isa/bitfields.isa,gem5,source,79,3293,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,b36bcc71ef94031797eb4f06497eef19b7f5b0cf
gem5/src/arch/sparc/isa/decoder.isa,gem5,source,1469,66100,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,60362dae5ab98260ec44225830329700525abaf5
gem5/src/arch/sparc/isa/formats/basic.isa,gem5,source,215,6263,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,1386e6e3a784aee05c8333e4186c7fc286cc1fea
gem5/src/arch/sparc/isa/formats/branch.isa,gem5,source,189,6876,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,bf7991bac9e7b0dd93e6c3889c9ae342e6d4cab5
gem5/src/arch/sparc/isa/formats/formats.isa,gem5,source,53,2124,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,c7aa6fabeef7a3694e62e0c19b672cea95ce725c
gem5/src/arch/sparc/isa/formats/integerop.isa,gem5,source,164,6208,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,36c4803b9fdf9ad0fe8632ccf1b887d4bdd42131
gem5/src/arch/sparc/isa/formats/mem/basicmem.isa,gem5,source,168,6236,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,e2cefbce97677dfd145924f778ba01854eb6e5cb
gem5/src/arch/sparc/isa/formats/mem/blockmem.isa,gem5,source,207,8754,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,9f5c427370d38b5fa0cf223eccc3f4eac360f92a
gem5/src/arch/sparc/isa/formats/mem/mem.isa,gem5,source,42,1929,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,e8d59f78935187e9ed6b9e2532614b5af7a052b2
gem5/src/arch/sparc/isa/formats/mem/swap.isa,gem5,source,176,6380,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,6d83a2feb6e415b75c49f6c8ff16b8fe11f42a83
gem5/src/arch/sparc/isa/formats/mem/util.isa,gem5,source,230,8494,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,1e5a55b55b33f350f13560acfd982908090b30fc
gem5/src/arch/sparc/isa/formats/nop.isa,gem5,source,51,2201,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,82f5692c06cbc9184cb0c1b82548bbb36c99e283
gem5/src/arch/sparc/isa/formats/priv.isa,gem5,source,135,5417,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,403a86ee176aa93305febb1de268b21351a7fbf2
gem5/src/arch/sparc/isa/formats/trap.isa,gem5,source,77,3050,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,5c0f21e091bab1d68da4e9b41e226380e512fa6b
gem5/src/arch/sparc/isa/formats/unimp.isa,gem5,source,42,1978,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,37cbaabd04b8fcd92842b05c3e056a0870dc81ca
gem5/src/arch/sparc/isa/formats/unknown.isa,gem5,source,34,1758,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,88e64e68247321ff631a958e38b61abbeb7b7ee0
gem5/src/arch/sparc/isa/includes.isa,gem5,source,98,3375,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,b55dcae8a19428e64d91359f6266b7dcaf55b07e
gem5/src/arch/sparc/isa/main.isa,gem5,source,59,2412,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,767b5683790b9e528a85f3888dffe5c48fdaf70b
gem5/src/arch/sparc/isa/operands.isa,gem5,source,200,10605,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,12048ca029f0cde6a53b8f03c7b6bc20e8cbfc25
gem5/src/arch/sparc/linux/linux.hh,gem5,source,315,12569,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,e609031e8b98f232f64303ec7c468747a03c40a5
gem5/src/arch/sparc/linux/se_workload.cc,gem5,source,145,4403,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,a2752c2462ef8e748d8fa6d42d491cbbe6b4b1f7
gem5/src/arch/sparc/linux/se_workload.hh,gem5,source,70,2685,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,72bad471a0140fb845c03212d1fda4b921938647
gem5/src/arch/sparc/linux/syscalls.cc,gem5,source,688,20459,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,a68e89433d25bda9961972ed3aedc07b9d910337
gem5/src/arch/sparc/mmu.hh,gem5,source,87,3288,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,e80f08d16f208adaf006a839c67aedba912cce73
gem5/src/arch/sparc/nativetrace.cc,gem5,source,93,3375,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,3eee494388a0c02ed48e397ea68c0f18f722e95d
gem5/src/arch/sparc/nativetrace.hh,gem5,source,54,2013,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,a45b7421f916a0af01ba7eb6214c8dfa4567013f
gem5/src/arch/sparc/page_size.hh,gem5,source,46,1877,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,a0946db7018987eb4ba7a2ae820613d3abcb045a
gem5/src/arch/sparc/pagetable.cc,gem5,source,79,2611,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,0f9a10b6a4cd4a35abec57a1c0c68c7d4facf724
gem5/src/arch/sparc/pagetable.hh,gem5,source,284,7886,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,2d2ca2eed3ebfc7fa9023d7d43b77c036a59bc86
gem5/src/arch/sparc/pcstate.hh,gem5,source,45,1862,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,a24ae5999f4de84c914f0d860cc09e1637a359f7
gem5/src/arch/sparc/process.cc,gem5,source,399,14267,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,32109850d21ebcd866eb3e8da8be31c9162af8f5
gem5/src/arch/sparc/process.hh,gem5,source,140,4637,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,bbe9dc51bd732293f7ec18d73991be525a2794e2
gem5/src/arch/sparc/pseudo_inst_abi.hh,gem5,source,87,2925,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,569cfb8da8f20d3bf0aedb8601107337b69d4d74
gem5/src/arch/sparc/regs/float.hh,gem5,source,55,2040,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,64a9de0065ae973599e1b34c94b29dab18e60af7
gem5/src/arch/sparc/regs/int.cc,gem5,source,47,1940,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,47f05077e5e058b31e353357c2dc6d98c3dce5b6
gem5/src/arch/sparc/regs/int.hh,gem5,source,179,5073,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,d97b0cca1ebe9e4101e38d19b0733eebfc233eea
gem5/src/arch/sparc/regs/misc.hh,gem5,source,183,5131,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,0c2fa18e5a8e08a42d1790f43a28ce58047ec718
gem5/src/arch/sparc/remote_gdb.cc,gem5,source,260,10038,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,1b348aacab29ccce6e57df9502eaef359aa2ca42
gem5/src/arch/sparc/remote_gdb.hh,gem5,source,117,3610,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,b819df8f6f466e669ae03169ed12ef10c4ffaf03
gem5/src/arch/sparc/se_workload.cc,gem5,source,147,5222,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,953c0837a11bc36b64b821b05c475fbc62719836
gem5/src/arch/sparc/se_workload.hh,gem5,source,139,4579,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,e0f7467faef368fac511dacd11344df42c35f1f4
gem5/src/arch/sparc/solaris/solaris.hh,gem5,source,82,4075,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,7e8b4d6129efca1fa125401b11a0ec2de539d993
gem5/src/arch/sparc/sparc_traits.hh,gem5,source,49,1976,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,775521636ad01c0c1db968d4a64605b9bbfc6dc7
gem5/src/arch/sparc/stacktrace.hh,gem5,source,53,2002,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,f4e3a56ca9fdfca2a1cb7b93871f0678af590a97
gem5/src/arch/sparc/tlb.cc,gem5,source,1514,44603,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,0e034c8134a88c0df95ddabbece3dc636097884c
gem5/src/arch/sparc/tlb.hh,gem5,source,209,6593,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,0038d86b4e3edea646d844e5703d97706ff27fa5
gem5/src/arch/sparc/tlb_map.hh,gem5,source,171,4191,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,8b9f3206a1dc509080bf31675052df98917cd3ac
gem5/src/arch/sparc/types.hh,gem5,source,47,1859,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,9e233d19a593904797a177c8c9e5e26cfff563f2
gem5/src/arch/sparc/ua2005.cc,gem5,source,379,13251,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,45cc9d75c45168d878a58945aa85c75c2dacb718
gem5/src/arch/x86/Kconfig,gem5,text/data,27,1536,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,ba10fad55b1744bc445be7acd39b7c4ba8eea150
gem5/src/arch/x86/SConscript,gem5,build,341,15526,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,969f79846f68d87d51ca1b38e462e47788ab6932
gem5/src/arch/x86/X86CPU.py,gem5,source,108,3964,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,0f04e8cc08d150206b68c48d5a3e52fe4136c73f
gem5/src/arch/x86/X86Decoder.py,gem5,source,32,1675,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,e36e16c3e449b2c33db87e4addb8e4e760de7660
gem5/src/arch/x86/X86FsWorkload.py,gem5,source,111,4593,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,0b71238b17b6433732181de2fa9e413ae3d35dd8
gem5/src/arch/x86/X86ISA.py,gem5,source,126,5502,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,aa48d1aa6ecf2c4dc87589fa40c470c52247e4fb
gem5/src/arch/x86/X86LocalApic.py,gem5,source,79,3706,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,e54f471d5bb10021b91731ecb7056f28624f3369
gem5/src/arch/x86/X86MMU.py,gem5,source,55,2593,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,4cb91774b75bd4e88303d3a517dae0ac8f6b29b4
gem5/src/arch/x86/X86NativeTrace.py,gem5,source,35,1807,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,773071674d9b9cc1e8c75dad5505a8373a2e607a
gem5/src/arch/x86/X86SeWorkload.py,gem5,source,40,1895,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,e8e75a3ec3f5650d24a30e4821e53959b7c5c259
gem5/src/arch/x86/X86TLB.py,gem5,source,63,2944,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,8c3c65cce3dc7b9afc5ffe1ea19186a3eebf1c82
gem5/src/arch/x86/bare_metal/SConscript,gem5,build,31,1594,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,75c6e10740a68e2b06d1fe1e42d8554949259795
gem5/src/arch/x86/bare_metal/workload.cc,gem5,source,71,2559,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,068c7e8f1cd135420e2b7d8b921387ac6ac9ef76
gem5/src/arch/x86/bare_metal/workload.hh,gem5,source,74,2571,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,5e4838e00d23bf041484db60859e9061afcde8a1
gem5/src/arch/x86/bios/ACPI.py,gem5,source,154,5966,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,90d0ce094ce6df1268a71b25446f0e411af50eae
gem5/src/arch/x86/bios/E820.py,gem5,source,55,2687,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,613d4e7f8539d145015dc0cec2b6897513ee0047
gem5/src/arch/x86/bios/IntelMP.py,gem5,source,255,9667,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,a1e7e823beef651833cc46e674df6012d973c4d5
gem5/src/arch/x86/bios/SConscript,gem5,build,87,3860,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,a6bc00cbb7df5d37321406b3f2e3299eabeeaf0f
gem5/src/arch/x86/bios/SMBios.py,gem5,source,135,4856,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,6832fa7449c42002fdc24253394cd23355349832
gem5/src/arch/x86/bios/acpi.cc,gem5,source,337,9906,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,f2dbcfbdc912c20e0063818667475ed764cf54fa
gem5/src/arch/x86/bios/acpi.hh,gem5,source,367,9359,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,bbad0f8a757e2e96a58ab02d9be7baf304fa121f
gem5/src/arch/x86/bios/e820.cc,gem5,source,75,3028,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,9e5f29b6a4c037a0a31b8232a7869bd886cb4d40
gem5/src/arch/x86/bios/e820.hh,gem5,source,85,3107,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,acf578af739ea09f663d345ec8fd2f0e916bcfa4
gem5/src/arch/x86/bios/intelmp.cc,gem5,source,395,13086,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,ac7f009f26d0830c585441944d7ccd63fc8f1e01
gem5/src/arch/x86/bios/intelmp.hh,gem5,source,319,8059,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,207b4ab61f5142a3b21b991bce0e9c5b08809b7b
gem5/src/arch/x86/bios/smbios.cc,gem5,source,326,10581,gem5：ISA解码、执行上下文、MMU及体系结构支持,,,False,False,main-indexed,ec30950e7272cd76182ab01ab77a42150d1f7b21
